City,Category,Product,Quantity_Sold,Unit_Price,Total_Revenue,Sale_Date
Bengaluru,Home Appliances,Mixer,120.0,14850,1782000,2025-02-16
Surat,Accessories,Speaker,24.0,12798,307152,2025-03-25
Mysuru,Office,Backpack,115.0,6466,743590,2025-08-28
Jaipur,Office,Backpack,11.0,11385,125235,2025-11-28
Jaipur,Fashion,Shoes,16.0,3124,49984,2025-09-13
Ahmedabad,Fashion,Jeans,107.0,256,27392,2025-01-10
Ahmedabad,Home Appliances,Fan,69.0,6414,442566,2025-04-08
Mumbai,Accessories,Keyboard,36.0,3288,118368,2025-12-25
Chennai,Electronics,Camera,79.0,12751,1007329,2025-01-08
Surat,Electronics,Laptop,77.0,750,57750,2025-08-20
Chennai,Electronics,Smartphone,95.0,924,87780,2025-07-15
Jaipur,Home Appliances,Mixer,97.0,14351,1392047,2025-01-05
Lucknow,Accessories,Keyboard,105.0,12185,1279425,2025-10-11
Mysuru,Home Appliances,Air Cooler,105.0,5453,572565,2025-04-10
Jaipur,Fashion,Jeans,53.0,5123,271519,2025-05-02
Pune,Home Appliances,Air Cooler,117.0,3069,359073,2025-11-22
Pune,Home Appliances,Fan,7.0,5842,40894,2025-11-22
Hyderabad,Home Appliances,Fan,90.0,7021,631890,2025-07-05
Kochi,Office,Printer,97.0,9013,874261,2025-08-08
Ahmedabad,Fashion,Shoes,110.0,11792,1297120,2025-03-26
Delhi,Electronics,Monitor,53.0,7024,372272,2025-09-17
Mumbai,Office,Printer,33.0,3531,116523,2025-06-21
Chennai,Office,Backpack,12.0,8975,107700,2025-12-27
Bengaluru,Electronics,Tablet,49.0,11237,550613,2025-10-20
Surat,Electronics,Smartphone,103.0,12679,1305937,2025-10-24
Mysuru,Home Appliances,Mixer,62.0,3622,224564,2025-06-10
Bhopal,Electronics,Smartphone,120.0,3313,397560,2025-12-04
Pune,Office,Printer,90.0,10102,909180,2025-12-07
Jaipur,Fashion,Shoes,100.0,4837,483700,2025-07-15
Ahmedabad,Accessories,Mouse,34.0,6092,207128,2025-09-16
Kolkata,Electronics,Camera,98.0,13958,1367884,2025-06-07
Delhi,Accessories,Speaker,6.0,9416,56496,2025-04-24
Pune,Electronics,Tablet,71.0,9768,693528,2025-10-24
Lucknow,Accessories,Keyboard,26.0,5604,145704,2025-04-13
Hyderabad,Fashion,Watch,71.0,10925,775675,2025-11-11
Kolkata,Office,Backpack,59.0,2956,174404,2025-12-26
Mysuru,Fashion,Jeans,93.0,9154,851322,2025-08-06
Kochi,Home Appliances,Air Cooler,8.0,8784,70272,2025-01-27
Kochi,Electronics,Laptop,98.0,304,29792,2025-07-05
Jaipur,Fashion,T-Shirt,91.0,2674,243334,2025-01-07
Mysuru,Office,Backpack,8.0,10322,82576,2025-11-22
Jaipur,Home Appliances,Fan,85.0,8193,696405,2025-01-01
Hyderabad,Home Appliances,Fan,2.0,474,948,2025-09-24
Pune,Home Appliances,Fan,3.0,8428,25284,2025-12-22
Chennai,Fashion,T-Shirt,118.0,1778,209804,2025-09-05
Pune,Fashion,Shoes,105.0,6007,630735,2025-05-26
Bhopal,Electronics,Tablet,52.0,7720,401440,2025-10-08
Kochi,Fashion,Shoes,88.0,13766,1211408,2025-02-21
Ahmedabad,Electronics,Laptop,52.0,6413,333476,2025-07-18
Kochi,Electronics,Laptop,90.0,3007,270630,2025-02-16
Mysuru,Office,Backpack,73.0,14256,1040688,2025-02-17
Ahmedabad,Electronics,Smartphone,28.0,14966,419048,2025-12-19
Mysuru,Accessories,Headphones,119.0,1418,168742,2025-11-09
Kolkata,Home Appliances,Air Cooler,85.0,739,62815,2025-03-28
Pune,Electronics,Smartphone,76.0,2562,194712,2025-12-27
Kochi,Electronics,Tablet,21.0,9439,198219,2025-04-19
Patna,Office,Backpack,50.0,12579,628950,2025-12-05
Pune,Electronics,Monitor,96.0,5866,563136,2025-01-04
Pune,Fashion,T-Shirt,44.0,10115,445060,2025-10-20
Chennai,Accessories,Headphones,82.0,4678,383596,2025-08-16
Surat,Accessories,Speaker,56.0,3243,181608,2025-11-19
Chennai,Office,Printer,99.0,10335,1023165,2025-05-26
Patna,Electronics,Laptop,35.0,2726,95410,2025-07-23
Bengaluru,Fashion,Watch,41.0,6109,250469,2025-02-03
Delhi,Accessories,Speaker,47.0,12673,595631,2025-05-04
Jaipur,Electronics,Smartphone,56.0,7553,422968,2025-09-18
Mumbai,Office,Printer,4.0,1668,6672,2025-06-18
Hyderabad,Home Appliances,Air Cooler,101.0,5515,557015,2025-07-01
Mysuru,Office,Backpack,100.0,1587,158700,2025-12-18
Hyderabad,Fashion,Jeans,88.0,6437,566456,2025-03-05
Pune,Accessories,Mouse,64.0,2590,165760,2025-02-06
Hyderabad,Accessories,Speaker,39.0,8133,317187,2025-02-12
Mumbai,Fashion,Watch,77.0,10303,793331,2025-04-15
Lucknow,Fashion,Shoes,1.0,6683,6683,2025-06-27
Kochi,Office,Backpack,57.0,5684,323988,2025-07-27
Chennai,Home Appliances,Mixer,39.0,5453,212667,2025-10-23
Bhopal,Office,Backpack,23.0,6724,154652,2025-06-10
Patna,Office,Printer,42.0,6361,267162,2025-05-27
Jaipur,Office,Backpack,15.0,9438,141570,2025-04-19
Ahmedabad,Fashion,T-Shirt,94.0,7763,729722,2025-12-07
Ahmedabad,Accessories,Headphones,105.0,14090,1479450,2025-07-22
Bhopal,Fashion,Shoes,31.0,4339,134509,2025-11-05
Lucknow,Office,Backpack,10.0,7557,75570,2025-10-16
Mysuru,Office,Backpack,70.0,802,56140,2025-06-23
Chennai,Home Appliances,Air Cooler,82.0,1592,130544,2025-02-25
Surat,Accessories,Keyboard,83.0,10238,849754,2025-01-19
Mumbai,Office,Backpack,102.0,7252,739704,2025-02-01
Lucknow,Accessories,Keyboard,66.0,12436,820776,2025-09-18
Patna,Home Appliances,Mixer,58.0,6329,367082,2025-07-15
Ahmedabad,Home Appliances,Air Cooler,65.0,2669,173485,2025-06-01
Bhopal,Electronics,Tablet,54.0,1606,86724,2025-02-27
Chennai,Fashion,Shoes,40.0,5820,232800,2025-08-26
Bhopal,Home Appliances,Fan,45.0,8001,360045,2025-02-15
Bhopal,Office,Backpack,9.0,5119,46071,2025-01-26
Surat,Electronics,Laptop,109.0,5820,634380,2025-11-04
Kolkata,Fashion,Jeans,67.0,3058,204886,2025-09-06
Delhi,Home Appliances,Fan,60.0,3998,239880,2025-07-21
Mysuru,Fashion,Watch,51.0,678,34578,2025-12-20
Bhopal,Fashion,Watch,76.0,7237,550012,2025-07-01
Patna,Fashion,Jeans,36.0,12526,450936,2025-12-26
Kolkata,Electronics,Monitor,14.0,13299,186186,2025-09-06
Kochi,Accessories,Keyboard,59.0,2067,121953,2025-05-22
Lucknow,Office,Backpack,77.0,6567,505659,2025-10-13
Delhi,Electronics,Tablet,46.0,14052,646392,2025-08-20
Chennai,Accessories,Headphones,87.0,2394,208278,2025-06-04
Jaipur,Accessories,Headphones,24.0,6316,151584,2025-12-05
Pune,Office,Backpack,77.0,2458,189266,2025-10-13
Mysuru,Fashion,Watch,82.0,9004,738328,2025-12-21
Kolkata,Fashion,Jeans,63.0,4932,310716,2025-03-06
Delhi,Office,Printer,111.0,6082,675102,2025-01-16
Pune,Fashion,Watch,72.0,8481,610632,2025-11-16
Delhi,Office,Backpack,91.0,13960,1270360,2025-08-16
Bengaluru,Electronics,Monitor,4.0,13239,52956,2025-04-10
Ahmedabad,Accessories,Keyboard,69.0,4929,340101,2025-03-25
Jaipur,Home Appliances,Air Cooler,99.0,12748,1262052,2025-08-18
Kolkata,Electronics,Monitor,15.0,4589,68835,2025-09-27
Chennai,Home Appliances,Mixer,98.0,11979,1173942,2025-08-18
Chennai,Office,Printer,95.0,13799,1310905,2025-11-25
Kochi,Accessories,Headphones,58.0,4505,261290,2025-06-28
Patna,Electronics,Camera,111.0,2123,235653,2025-04-07
Surat,Home Appliances,Air Cooler,45.0,14307,643815,2025-12-20
Chennai,Office,Printer,79.0,2481,195999,2025-04-27
Jaipur,Electronics,Monitor,45.0,8920,401400,2025-05-20
Hyderabad,Fashion,Shoes,91.0,4994,454454,2025-05-19
Patna,Home Appliances,Air Cooler,105.0,1760,184800,2025-03-25
Bhopal,Office,Printer,36.0,14405,518580,2025-11-05
Chennai,Fashion,Jeans,19.0,11855,225245,2025-06-27
Surat,Office,Backpack,19.0,9660,183540,2025-11-09
Mysuru,Office,Backpack,58.0,1437,83346,2025-11-26
Mysuru,Electronics,Camera,66.0,12484,823944,2025-05-23
Kochi,Accessories,Speaker,63.0,5562,350406,2025-10-01
Kochi,Electronics,Camera,82.0,11081,908642,2025-12-12
Chennai,Electronics,Monitor,51.0,3768,192168,2025-07-27
Jaipur,Office,Backpack,42.0,13771,578382,2025-05-11
Kolkata,Home Appliances,Mixer,73.0,14166,1034118,2025-08-26
Mumbai,Electronics,Laptop,13.0,10459,135967,2025-08-01
Bhopal,Fashion,Watch,59.0,211,12449,2025-07-07
Surat,Fashion,Shoes,21.0,14526,305046,2025-05-03
Delhi,Accessories,Mouse,11.0,6292,69212,2025-11-21
Patna,Electronics,Camera,81.0,5205,421605,2025-12-23
Bengaluru,Fashion,Watch,84.0,1694,142296,2025-12-04
Jaipur,Fashion,Watch,10.0,2374,23740,2025-10-08
Mumbai,Office,Printer,2.0,11596,23192,2025-06-27
Mumbai,Office,Printer,62.0,1360,84320,2025-04-13
Pune,Electronics,Laptop,41.0,6222,255102,2025-05-05
Lucknow,Fashion,Jeans,9.0,8891,80019,2025-10-01
Bhopal,Fashion,Watch,45.0,12036,541620,2025-04-21
Chennai,Fashion,Watch,79.0,11448,904392,2025-08-28
Bhopal,Electronics,Laptop,18.0,12528,225504,2025-02-19
Hyderabad,Office,Backpack,55.0,5352,294360,2025-03-08
Lucknow,Electronics,Smartphone,71.0,10046,713266,2025-10-24
Chennai,Accessories,Headphones,109.0,14078,1534502,2025-11-10
Hyderabad,Home Appliances,Air Cooler,66.0,3290,217140,2025-12-13
Ahmedabad,Electronics,Smartphone,64.0,6522,417408,2025-02-08
Mysuru,Home Appliances,Mixer,68.0,14760,1003680,2025-01-12
Kolkata,Accessories,Keyboard,50.0,14303,715150,2025-10-14
Mumbai,Home Appliances,Air Cooler,23.0,12696,292008,2025-08-25
Bengaluru,Electronics,Monitor,9.0,425,3825,2025-05-07
Jaipur,Electronics,Camera,65.0,4893,318045,2025-11-23
Jaipur,Office,Backpack,90.0,6790,611100,2025-02-21
Mumbai,Home Appliances,Air Cooler,20.0,4746,94920,2025-02-10
Pune,Home Appliances,Mixer,104.0,2745,285480,2025-09-11
Surat,Home Appliances,Air Cooler,98.0,13872,1359456,2025-11-22
Chennai,Electronics,Tablet,90.0,7367,663030,2025-12-28
Lucknow,Electronics,Smartphone,12.0,7318,87816,2025-02-15
Bhopal,Home Appliances,Mixer,40.0,11113,444520,2025-12-22
Bengaluru,Fashion,T-Shirt,2.0,11798,23596,2025-03-23
Kochi,Fashion,Watch,45.0,8768,394560,2025-09-26
Kochi,Accessories,Keyboard,48.0,2279,109392,2025-12-25
Patna,Accessories,Headphones,99.0,14943,1479357,2025-01-11
Lucknow,Office,Backpack,68.0,1246,84728,2025-05-23
Ahmedabad,Electronics,Camera,59.0,8568,505512,2025-06-02
Mumbai,Home Appliances,Mixer,48.0,2777,133296,2025-05-25
Jaipur,Home Appliances,Air Cooler,93.0,2089,194277,2025-04-24
Bengaluru,Electronics,Laptop,110.0,14338,1577180,2025-01-08
Bengaluru,Office,Backpack,50.0,2658,132900,2025-03-28
Kolkata,Home Appliances,Air Cooler,95.0,10943,1039585,2025-07-08
Kochi,Fashion,Watch,118.0,12001,1416118,2025-06-09
Mysuru,Electronics,Monitor,48.0,2156,103488,2025-09-22
Pune,Electronics,Smartphone,29.0,13378,387962,2025-09-02
Mumbai,Electronics,Camera,111.0,4825,535575,2025-05-11
Lucknow,Home Appliances,Fan,2.0,6244,12488,2025-04-10
Patna,Accessories,Keyboard,60.0,6233,373980,2025-10-16
Chennai,Fashion,Jeans,20.0,304,6080,2025-07-01
Kolkata,Home Appliances,Fan,82.0,13955,1144310,2025-12-01
Mumbai,Electronics,Camera,109.0,12292,1339828,2025-12-10
Bhopal,Fashion,Jeans,54.0,8261,446094,2025-01-05
Bhopal,Accessories,Headphones,6.0,3992,23952,2025-09-14
Jaipur,Accessories,Speaker,96.0,1591,152736,2025-10-04
Pune,Fashion,Watch,10.0,9897,98970,2025-10-02
Pune,Fashion,Jeans,38.0,4476,170088,2025-06-26
Chennai,Accessories,Mouse,58.0,4655,269990,2025-04-03
Ahmedabad,Fashion,T-Shirt,20.0,1931,38620,2025-03-15
Chennai,Accessories,Speaker,16.0,8980,143680,2025-06-25
Delhi,Office,Backpack,60.0,4541,272460,2025-02-03
Mumbai,Accessories,Headphones,28.0,13895,389060,2025-06-05
Hyderabad,Fashion,Shoes,51.0,8612,439212,2025-01-22
Bhopal,Accessories,Keyboard,4.0,6825,27300,2025-08-18
Patna,Home Appliances,Mixer,13.0,7770,101010,2025-02-26
Chennai,Fashion,T-Shirt,2.0,1210,2420,2025-04-05
Lucknow,Office,Backpack,88.0,10526,926288,2025-11-03
Mumbai,Home Appliances,Fan,118.0,13516,1594888,2025-02-01
Kochi,Fashion,Watch,104.0,2310,240240,2025-02-28
Mysuru,Accessories,Headphones,6.0,7752,46512,2025-01-06
Bengaluru,Home Appliances,Fan,106.0,12069,1279314,2025-07-16
Hyderabad,Office,Backpack,23.0,5999,137977,2025-04-06
Lucknow,Accessories,Speaker,114.0,2635,300390,2025-01-20
Mysuru,Home Appliances,Mixer,83.0,5035,417905,2025-08-14
Delhi,Home Appliances,Fan,8.0,1637,13096,2025-05-13
Surat,Office,Printer,83.0,14694,1219602,2025-09-08
Ahmedabad,Home Appliances,Mixer,49.0,13010,637490,2025-12-12
Pune,Home Appliances,Fan,45.0,9467,426015,2025-09-11
Bengaluru,Accessories,Keyboard,4.0,5424,21696,2025-10-08
Patna,Accessories,Headphones,104.0,7928,824512,2025-09-12
Chennai,Home Appliances,Mixer,21.0,1840,38640,2025-04-22
Patna,Accessories,Headphones,98.0,3794,371812,2025-10-28
Chennai,Office,Backpack,120.0,13949,1673880,2025-03-06
Mysuru,Home Appliances,Fan,104.0,12293,1278472,2025-12-12
Lucknow,Home Appliances,Mixer,91.0,11677,1062607,2025-06-19
Hyderabad,Fashion,Jeans,108.0,13477,1455516,2025-08-18
Lucknow,Fashion,Watch,5.0,1678,8390,2025-01-08
Mysuru,Fashion,T-Shirt,68.0,8031,546108,2025-01-11
Delhi,Home Appliances,Mixer,104.0,2337,243048,2025-06-23
Mysuru,Accessories,Headphones,3.0,2620,7860,2025-10-23
Kolkata,Fashion,T-Shirt,109.0,8822,961598,2025-06-03
Delhi,Office,Printer,44.0,5144,226336,2025-06-05
Jaipur,Office,Backpack,84.0,5398,453432,2025-03-23
Delhi,Home Appliances,Fan,29.0,11104,322016,2025-10-27
Delhi,Office,Backpack,94.0,11480,1079120,2025-05-05
Delhi,Electronics,Monitor,51.0,14138,721038,2025-10-02
Surat,Home Appliances,Fan,118.0,13451,1587218,2025-10-08
Bhopal,Home Appliances,Mixer,120.0,8329,999480,2025-03-11
Mysuru,Electronics,Smartphone,45.0,5434,244530,2025-03-21
Chennai,Electronics,Tablet,58.0,386,22388,2025-05-07
Bengaluru,Electronics,Tablet,33.0,13094,432102,2025-02-24
Mysuru,Electronics,Camera,57.0,12202,695514,2025-07-06
Pune,Office,Backpack,113.0,6404,723652,2025-06-18
Patna,Electronics,Camera,101.0,14356,1449956,2025-10-21
Bengaluru,Fashion,Jeans,58.0,1407,81606,2025-01-10
Mysuru,Accessories,Mouse,14.0,1415,19810,2025-06-06
Kolkata,Office,Printer,94.0,1428,134232,2025-09-03
Pune,Home Appliances,Air Cooler,115.0,8109,932535,2025-12-01
Chennai,Fashion,Watch,21.0,1077,22617,2025-02-11
Jaipur,Fashion,Watch,90.0,9278,835020,2025-12-24
Pune,Accessories,Mouse,39.0,4091,159549,2025-02-02
Kolkata,Home Appliances,Air Cooler,108.0,8243,890244,2025-03-02
Lucknow,Electronics,Camera,12.0,5025,60300,2025-11-21
Surat,Office,Printer,13.0,621,8073,2025-04-06
Patna,Accessories,Headphones,61.0,14024,855464,2025-02-10
Mumbai,Office,Backpack,63.0,14861,936243,2025-11-09
Delhi,Home Appliances,Fan,24.0,6278,150672,2025-07-12
Chennai,Office,Printer,34.0,7404,251736,2025-08-09
Mumbai,Accessories,Headphones,20.0,12524,250480,2025-12-22
Lucknow,Electronics,Tablet,104.0,9071,943384,2025-07-25
Jaipur,Fashion,T-Shirt,108.0,6542,706536,2025-09-14
Mysuru,Office,Printer,61.0,5096,310856,2025-02-13
Lucknow,Electronics,Monitor,74.0,14953,1106522,2025-09-26
Delhi,Home Appliances,Mixer,16.0,12605,201680,2025-08-06
Surat,Fashion,Jeans,17.0,899,15283,2025-07-03
Lucknow,Office,Printer,106.0,10476,1110456,2025-03-27
Pune,Accessories,Mouse,117.0,12112,1417104,2025-02-03
Ahmedabad,Home Appliances,Fan,71.0,5543,393553,2025-05-17
Pune,Electronics,Monitor,76.0,8761,665836,2025-07-04
Mumbai,Fashion,Jeans,73.0,9832,717736,2025-10-25
Jaipur,Electronics,Monitor,100.0,1854,185400,2025-05-28
Lucknow,Accessories,Speaker,34.0,6475,220150,2025-11-16
Delhi,Home Appliances,Fan,5.0,3021,15105,2025-05-13
Pune,Home Appliances,Air Cooler,88.0,11564,1017632,2025-07-02
Mysuru,Accessories,Keyboard,7.0,12418,86926,2025-08-09
Hyderabad,Accessories,Headphones,44.0,13592,598048,2025-05-10
Bhopal,Office,Printer,112.0,3934,440608,2025-03-10
Surat,Office,Backpack,35.0,12140,424900,2025-07-20
Ahmedabad,Electronics,Smartphone,57.0,3663,208791,2025-07-24
Delhi,Home Appliances,Fan,106.0,1120,118720,2025-09-26
Patna,Electronics,Tablet,91.0,8503,773773,2025-07-05
Chennai,Home Appliances,Air Cooler,4.0,3046,12184,2025-04-27
Bhopal,Electronics,Smartphone,5.0,7678,38390,2025-01-12
Pune,Fashion,Shoes,48.0,13692,657216,2025-08-17
Ahmedabad,Electronics,Laptop,31.0,6302,195362,2025-08-20
Delhi,Fashion,Watch,76.0,9233,701708,2025-06-12
Delhi,Accessories,Headphones,37.0,649,24013,2025-07-02
Surat,Home Appliances,Mixer,110.0,3826,420860,2025-11-08
Kochi,Fashion,Shoes,84.0,6909,580356,2025-09-01
Lucknow,Electronics,Camera,117.0,2367,276939,2025-11-06
Bhopal,Electronics,Smartphone,33.0,10167,335511,2025-05-23
Hyderabad,Accessories,Speaker,115.0,6368,732320,2025-06-15
Lucknow,Fashion,Watch,39.0,11295,440505,2025-09-27
Kochi,Office,Printer,1.0,8580,8580,2025-11-27
Mumbai,Accessories,Mouse,39.0,11413,445107,2025-02-16
Surat,Accessories,Mouse,82.0,5527,453214,2025-05-09
Patna,Accessories,Keyboard,20.0,8675,173500,2025-04-02
Bhopal,Home Appliances,Fan,85.0,5436,462060,2025-11-05
Pune,Electronics,Camera,38.0,4450,169100,2025-07-13
Bhopal,Electronics,Monitor,91.0,9572,871052,2025-04-11
Hyderabad,Fashion,Watch,117.0,11207,1311219,2025-06-17
Bhopal,Fashion,Jeans,38.0,1799,68362,2025-08-05
Mumbai,Accessories,Keyboard,88.0,14938,1314544,2025-06-21
Patna,Fashion,Shoes,29.0,12393,359397,2025-05-14
Kochi,Accessories,Mouse,34.0,9793,332962,2025-05-15
Lucknow,Electronics,Camera,7.0,14394,100758,2025-11-19
Mumbai,Home Appliances,Mixer,61.0,14772,901092,2025-04-17
Chennai,Office,Backpack,53.0,1085,57505,2025-03-05
Kolkata,Accessories,Speaker,73.0,14828,1082444,2025-08-05
Kolkata,Fashion,T-Shirt,63.0,5649,355887,2025-11-06
Patna,Electronics,Laptop,58.0,4681,271498,2025-04-25
Lucknow,Fashion,Jeans,63.0,13064,823032,2025-02-05
Bengaluru,Office,Backpack,52.0,7229,375908,2025-08-13
Mysuru,Electronics,Monitor,26.0,12171,316446,2025-06-01
Bhopal,Accessories,Keyboard,3.0,11287,33861,2025-01-21
Delhi,Fashion,Jeans,89.0,14568,1296552,2025-06-10
Mumbai,Electronics,Camera,65.0,9844,639860,2025-05-06
Lucknow,Electronics,Tablet,38.0,7669,291422,2025-12-17
Kolkata,Home Appliances,Fan,56.0,14748,825888,2025-11-05
Pune,Office,Backpack,97.0,3287,318839,2025-03-26
Bhopal,Electronics,Smartphone,29.0,12113,351277,2025-03-07
Bhopal,Electronics,Monitor,65.0,2968,192920,2025-02-12
Jaipur,Electronics,Camera,113.0,10691,1208083,2025-05-25
Surat,Home Appliances,Mixer,77.0,985,75845,2025-11-04
Pune,Electronics,Laptop,89.0,2097,186633,2025-07-15
Chennai,Electronics,Monitor,33.0,7972,263076,2025-12-05
Jaipur,Electronics,Tablet,54.0,11040,596160,2025-02-22
Bhopal,Accessories,Keyboard,54.0,13809,745686,2025-02-17
Chennai,Home Appliances,Mixer,37.0,2067,76479,2025-02-16
Kolkata,Home Appliances,Mixer,100.0,4508,450800,2025-09-07
Mysuru,Office,Backpack,21.0,845,17745,2025-09-16
Surat,Fashion,Watch,43.0,4042,173806,2025-01-01
Delhi,Electronics,Laptop,107.0,9606,1027842,2025-11-16
Mysuru,Electronics,Monitor,10.0,12054,120540,2025-12-04
Bengaluru,Accessories,Keyboard,59.0,5050,297950,2025-05-15
Patna,Electronics,Smartphone,112.0,846,94752,2025-05-12
Patna,Accessories,Speaker,95.0,2098,199310,2025-02-28
Delhi,Electronics,Laptop,110.0,2467,271370,2025-11-21
Mysuru,Accessories,Mouse,115.0,7371,847665,2025-10-09
Pune,Electronics,Tablet,105.0,5815,610575,2025-03-04
Kochi,Office,Backpack,35.0,13892,486220,2025-07-23
Delhi,Office,Backpack,84.0,14718,1236312,2025-03-04
Patna,Electronics,Smartphone,14.0,7016,98224,2025-10-16
Patna,Home Appliances,Air Cooler,57.0,3169,180633,2025-10-13
Ahmedabad,Accessories,Headphones,111.0,11414,1266954,2025-12-05
Mumbai,Office,Printer,114.0,6938,790932,2025-08-02
Patna,Accessories,Mouse,2.0,11743,23486,2025-11-17
Kolkata,Home Appliances,Air Cooler,73.0,3869,282437,2025-11-28
Pune,Home Appliances,Air Cooler,89.0,11678,1039342,2025-10-04
Pune,Fashion,Watch,45.0,11074,498330,2025-11-21
Kochi,Fashion,T-Shirt,2.0,10741,21482,2025-03-17
Ahmedabad,Office,Backpack,112.0,2909,325808,2025-02-25
Chennai,Accessories,Keyboard,43.0,4757,204551,2025-01-17
Ahmedabad,Home Appliances,Air Cooler,49.0,6807,333543,2025-04-03
Kolkata,Office,Backpack,12.0,14234,170808,2025-08-15
Pune,Electronics,Camera,96.0,10904,1046784,2025-01-04
Mumbai,Office,Printer,72.0,9196,662112,2025-01-27
Chennai,Home Appliances,Air Cooler,82.0,5190,425580,2025-09-18
Chennai,Office,Backpack,47.0,13721,644887,2025-01-27
Ahmedabad,Office,Backpack,72.0,12773,919656,2025-10-20
Bengaluru,Accessories,Speaker,15.0,1796,26940,2025-11-08
Jaipur,Accessories,Mouse,107.0,10581,1132167,2025-05-18
Delhi,Accessories,Headphones,6.0,14894,89364,2025-03-16
Mumbai,Office,Printer,33.0,10208,336864,2025-04-07
Kolkata,Office,Printer,59.0,13709,808831,2025-04-23
Mumbai,Electronics,Camera,6.0,10575,63450,2025-11-19
Ahmedabad,Office,Backpack,85.0,9855,837675,2025-09-05
Kochi,Electronics,Monitor,95.0,995,94525,2025-09-14
Lucknow,Home Appliances,Fan,119.0,8528,1014832,2025-03-23
Lucknow,Fashion,Jeans,14.0,6547,91658,2025-11-20
Chennai,Accessories,Speaker,54.0,10177,549558,2025-12-25
Delhi,Accessories,Speaker,44.0,5019,220836,2025-08-26
Hyderabad,Fashion,Watch,78.0,11669,910182,2025-12-17
Chennai,Home Appliances,Fan,92.0,12272,1129024,2025-09-21
Kolkata,Fashion,Jeans,80.0,11904,952320,2025-05-22
Kolkata,Fashion,Jeans,65.0,9088,590720,2025-12-21
Surat,Electronics,Tablet,72.0,8070,581040,2025-10-19
Bengaluru,Office,Backpack,113.0,14082,1591266,2025-07-26
Surat,Home Appliances,Mixer,4.0,6440,25760,2025-03-02
Surat,Electronics,Smartphone,35.0,12491,437185,2025-03-10
Hyderabad,Accessories,Keyboard,108.0,1216,131328,2025-12-26
Lucknow,Fashion,T-Shirt,46.0,13537,622702,2025-08-04
Chennai,Home Appliances,Mixer,96.0,10802,1036992,2025-09-13
Mysuru,Home Appliances,Air Cooler,37.0,11553,427461,2025-11-02
Jaipur,Office,Backpack,54.0,13112,708048,2025-11-11
Kochi,Electronics,Laptop,96.0,4317,414432,2025-04-20
Surat,Office,Printer,117.0,10583,1238211,2025-12-23
Ahmedabad,Accessories,Keyboard,100.0,12076,1207600,2025-04-10
Mumbai,Fashion,T-Shirt,24.0,3047,73128,2025-12-17
Delhi,Office,Printer,55.0,4772,262460,2025-09-09
Mysuru,Fashion,Shoes,1.0,5615,5615,2025-08-23
Patna,Fashion,T-Shirt,20.0,5485,109700,2025-10-02
Kolkata,Home Appliances,Air Cooler,39.0,8237,321243,2025-10-18
Mumbai,Electronics,Tablet,68.0,3803,258604,2025-03-17
Mumbai,Home Appliances,Mixer,54.0,9097,491238,2025-09-13
Kolkata,Accessories,Keyboard,114.0,3695,421230,2025-11-11
Ahmedabad,Accessories,Mouse,28.0,12531,350868,2025-10-17
Ahmedabad,Home Appliances,Air Cooler,2.0,2079,4158,2025-11-12
Mysuru,Fashion,Jeans,6.0,11382,68292,2025-06-13
Bengaluru,Electronics,Camera,33.0,9051,298683,2025-12-10
Ahmedabad,Home Appliances,Fan,66.0,13353,881298,2025-09-15
Jaipur,Electronics,Tablet,115.0,10874,1250510,2025-04-11
Bengaluru,Electronics,Laptop,22.0,12870,283140,2025-09-18
Surat,Electronics,Smartphone,86.0,10513,904118,2025-04-28
Patna,Office,Printer,27.0,9010,243270,2025-12-24
