City,Product,Quantity_Sold,Unit_Price,Total_Sales,Sale_Date
Bengaluru,Keyboard,27.0,75247,2031669,2025-09-07
Kolkata,Tablet,148.0,10137,1500276,2025-07-17
Ahmedabad,Jeans,282.0,37163,10479966,2025-10-22
Lucknow,Smartphone,66.0,13172,869352,2025-07-12
Patna,Backpack,286.0,48420,13848120,2025-03-07
Lucknow,Tablet,206.0,66046,13605476,2025-01-02
Bengaluru,Headphones,366.0,44152,16159632,2025-08-17
Ahmedabad,Headphones,311.0,68068,21169148,2025-03-11
Mysuru,Camera,164.0,21799,3575036,2025-07-20
Bhopal,Printer,154.0,78320,12061280,2025-06-17
Kochi,Tablet,273.0,64705,17664465,2025-12-19
Hyderabad,Mouse,418.0,2680,1120240,2025-06-11
Surat,Smartphone,214.0,77007,16479498,2025-05-26
Mysuru,T-Shirt,447.0,90683,40535301,2025-11-01
Lucknow,Mouse,136.0,86429,11754344,2025-10-19
Chennai,T-Shirt,27.0,76983,2078541,2025-08-06
Jaipur,Speaker,370.0,81730,30240100,2025-07-05
Kochi,Speaker,125.0,4638,579750,2025-10-23
Mumbai,Shoes,10.0,58307,583070,2025-06-14
Delhi,Keyboard,354.0,27224,9637296,2025-07-17
Patna,Camera,472.0,62314,29412208,2025-12-24
Bengaluru,T-Shirt,71.0,68484,4862364,2025-04-18
Kolkata,Speaker,245.0,69375,16996875,2025-07-11
Delhi,Mouse,468.0,70378,32936904,2025-06-18
Kolkata,Speaker,396.0,94993,37617228,2025-11-21
Patna,T-Shirt,136.0,80463,10942968,2025-08-07
Chennai,Watch,286.0,39624,11332464,2025-04-10
Patna,Watch,361.0,27668,9988148,2025-12-23
Ahmedabad,Backpack,246.0,46218,11369628,2025-09-26
Bhopal,Watch,148.0,16474,2438152,2025-10-22
Jaipur,Keyboard,459.0,52212,23965308,2025-06-25
Patna,Headphones,149.0,6013,895937,2025-05-23
Mumbai,Backpack,474.0,58483,27720942,2025-11-09
Bhopal,Mouse,110.0,26985,2968350,2025-09-09
Mysuru,Tablet,357.0,36101,12888057,2025-03-04
Lucknow,T-Shirt,301.0,31863,9590763,2025-04-02
Surat,Monitor,272.0,30079,8181488,2025-11-08
Bengaluru,Smartphone,212.0,43792,9283904,2025-12-16
Mumbai,Speaker,395.0,18518,7314610,2025-01-18
Mysuru,Headphones,209.0,86075,17989675,2025-08-16
Surat,Shoes,388.0,38149,14801812,2025-06-10
Surat,Laptop,465.0,12225,5684625,2025-11-19
Chennai,Tablet,379.0,95280,36111120,2025-01-06
Pune,Monitor,429.0,23540,10098660,2025-01-27
Pune,Jeans,254.0,24920,6329680,2025-12-28
Mysuru,Watch,449.0,5410,2429090,2025-01-10
Lucknow,Camera,55.0,44414,2442770,2025-05-15
Surat,Tablet,269.0,65238,17549022,2025-03-28
Jaipur,Mouse,140.0,25772,3608080,2025-02-11
Delhi,T-Shirt,235.0,85472,20085920,2025-05-23
Delhi,Laptop,378.0,44685,16890930,2025-05-19
Surat,Jeans,99.0,23502,2326698,2025-10-28
Surat,Monitor,208.0,56559,11764272,2025-09-11
Mumbai,Keyboard,343.0,13002,4459686,2025-03-05
Ahmedabad,Backpack,480.0,33012,15845760,2025-01-09
Pune,Shoes,229.0,99296,22738784,2025-05-11
Hyderabad,Camera,371.0,75588,28043148,2025-01-09
Surat,Backpack,355.0,31472,11172560,2025-01-22
Mumbai,Mouse,158.0,21434,3386572,2025-07-22
Jaipur,Monitor,459.0,92716,42556644,2025-05-23
Mumbai,Speaker,470.0,39171,18410370,2025-06-20
Chennai,Shoes,491.0,18007,8841437,2025-08-05
Ahmedabad,T-Shirt,311.0,49471,15385481,2025-07-23
Jaipur,Monitor,242.0,99767,24143614,2025-09-26
Surat,Printer,112.0,32935,3688720,2025-11-25
Lucknow,Printer,404.0,11230,4536920,2025-09-15
Jaipur,T-Shirt,186.0,10737,1997082,2025-10-04
Bengaluru,Printer,281.0,66755,18758155,2025-04-19
Jaipur,Headphones,85.0,43507,3698095,2025-09-15
Mumbai,Speaker,106.0,94467,10013502,2025-10-16
Mumbai,Monitor,262.0,58890,15429180,2025-01-15
Delhi,Tablet,213.0,60373,12859449,2025-10-02
Jaipur,Mouse,345.0,40892,14107740,2025-12-01
Pune,Watch,419.0,895,375005,2025-12-07
Lucknow,Smartphone,24.0,56034,1344816,2025-06-23
Mumbai,Tablet,31.0,9546,295926,2025-08-02
Hyderabad,Keyboard,93.0,18250,1697250,2025-11-24
Surat,Keyboard,192.0,50632,9721344,2025-08-28
Mysuru,Monitor,194.0,49736,9648784,2025-02-22
Surat,Printer,277.0,17931,4966887,2025-11-28
Kolkata,Smartphone,92.0,70919,6524548,2025-07-17
Delhi,T-Shirt,115.0,955,109825,2025-01-10
Ahmedabad,Speaker,369.0,71861,26516709,2025-07-18
Pune,Printer,118.0,32941,3887038,2025-08-12
Delhi,Watch,97.0,95530,9266410,2025-02-02
Patna,Speaker,215.0,81099,17436285,2025-01-08
Chennai,Smartphone,52.0,78349,4074148,2025-01-15
Lucknow,Speaker,361.0,6880,2483680,2025-04-24
Bengaluru,Keyboard,225.0,31215,7023375,2025-09-07
Patna,Printer,398.0,7898,3143404,2025-03-17
Hyderabad,Shoes,418.0,96381,40287258,2025-10-11
Lucknow,Camera,396.0,88650,35105400,2025-06-08
Hyderabad,Monitor,74.0,87035,6440590,2025-09-08
Pune,Watch,141.0,8489,1196949,2025-09-19
Mysuru,T-Shirt,467.0,23455,10953485,2025-11-22
Pune,Tablet,254.0,6645,1687830,2025-06-21
Surat,Keyboard,403.0,69242,27904526,2025-06-23
Pune,Keyboard,77.0,39806,3065062,2025-07-06
Patna,Tablet,243.0,32084,7796412,2025-04-10
Kochi,T-Shirt,74.0,61189,4527986,2025-01-18
Pune,Keyboard,286.0,69967,20010562,2025-03-13
Chennai,Watch,105.0,43788,4597740,2025-11-03
Mysuru,Mouse,434.0,49137,21325458,2025-02-18
Bhopal,Printer,98.0,7255,710990,2025-05-13
Surat,Camera,309.0,5683,1756047,2025-02-07
Patna,Jeans,301.0,95436,28726236,2025-11-18
Chennai,Mouse,107.0,44142,4723194,2025-05-01
Chennai,Monitor,98.0,97686,9573228,2025-02-24
Patna,Mouse,469.0,32297,15147293,2025-12-20
Bhopal,Shoes,204.0,31869,6501276,2025-09-11
Patna,Watch,195.0,61612,12014340,2025-09-21
Kolkata,Watch,134.0,47639,6383626,2025-09-16
Ahmedabad,Smartphone,412.0,95188,39217456,2025-08-25
Kochi,Backpack,469.0,27124,12721156,2025-06-11
Pune,Laptop,289.0,29502,8526078,2025-12-05
Bengaluru,Watch,284.0,77050,21882200,2025-10-24
Pune,Watch,79.0,26215,2070985,2025-06-08
Pune,Camera,427.0,32708,13966316,2025-08-18
Surat,Speaker,173.0,34228,5921444,2025-08-24
Surat,T-Shirt,252.0,60901,15347052,2025-03-24
Patna,Backpack,87.0,18844,1639428,2025-12-18
Ahmedabad,Headphones,470.0,71558,33632260,2025-11-02
Jaipur,Laptop,430.0,10242,4404060,2025-11-02
Patna,Laptop,212.0,18521,3926452,2025-11-08
Mumbai,T-Shirt,78.0,1698,132444,2025-04-17
Ahmedabad,Backpack,31.0,81480,2525880,2025-11-22
Mysuru,Camera,468.0,63834,29874312,2025-11-16
Bengaluru,Laptop,273.0,72805,19875765,2025-07-01
Bengaluru,Tablet,370.0,36510,13508700,2025-09-10
Bengaluru,Tablet,417.0,91969,38351073,2025-11-14
Patna,Monitor,92.0,14526,1336392,2025-02-17
Delhi,Shoes,99.0,81735,8091765,2025-09-09
Kochi,Backpack,137.0,52522,7195514,2025-02-12
Pune,Mouse,290.0,32377,9389330,2025-12-08
Hyderabad,Speaker,424.0,11066,4691984,2025-11-28
Surat,Jeans,17.0,12755,216835,2025-07-13
Pune,Tablet,244.0,7855,1916620,2025-11-01
Bhopal,Headphones,43.0,66017,2838731,2025-07-21
Patna,Backpack,290.0,12999,3769710,2025-09-02
Chennai,Shoes,462.0,91239,42152418,2025-10-16
Hyderabad,Laptop,474.0,10244,4855656,2025-11-09
Mysuru,Tablet,289.0,86759,25073351,2025-01-06
Mysuru,Printer,162.0,2552,413424,2025-04-19
Delhi,Jeans,421.0,93916,39538636,2025-07-03
Hyderabad,Headphones,289.0,32019,9253491,2025-10-27
Kochi,Keyboard,347.0,71352,24759144,2025-06-13
Patna,T-Shirt,72.0,90849,6541128,2025-12-03
Jaipur,T-Shirt,499.0,45832,22870168,2025-01-04
Pune,Shoes,430.0,10463,4499090,2025-06-20
Patna,Camera,489.0,78567,38419263,2025-07-25
Kolkata,Laptop,325.0,36325,11805625,2025-08-16
Chennai,Backpack,284.0,49707,14116788,2025-07-06
Surat,Camera,339.0,50316,17057124,2025-02-25
Lucknow,Watch,409.0,32802,13416018,2025-12-03
Mumbai,Watch,79.0,50307,3974253,2025-12-26
Surat,Headphones,379.0,51568,19544272,2025-06-12
Mumbai,Smartphone,3.0,40905,122715,2025-08-12
Patna,Watch,53.0,17867,946951,2025-02-06
Pune,Mouse,286.0,73210,20938060,2025-09-14
Mumbai,Laptop,46.0,46888,2156848,2025-09-03
Lucknow,Camera,402.0,43023,17295246,2025-07-01
Hyderabad,Keyboard,199.0,11601,2308599,2025-12-18
Mysuru,Shoes,293.0,68802,20158986,2025-03-22
Pune,Headphones,72.0,35747,2573784,2025-05-09
Ahmedabad,Headphones,33.0,22416,739728,2025-07-09
Pune,Watch,248.0,10582,2624336,2025-06-09
Chennai,T-Shirt,321.0,65485,21020685,2025-10-20
Chennai,Mouse,55.0,18258,1004190,2025-05-01
Pune,Backpack,431.0,81789,35251059,2025-07-26
Kochi,Backpack,226.0,44374,10028524,2025-07-27
Kochi,Printer,334.0,78408,26188272,2025-03-10
Kolkata,Camera,486.0,91633,44533638,2025-04-16
Kolkata,Headphones,494.0,52698,26032812,2025-06-10
Bhopal,T-Shirt,325.0,64857,21078525,2025-10-26
Chennai,Backpack,193.0,37239,7187127,2025-07-12
Mumbai,Monitor,289.0,26688,7712832,2025-10-18
Delhi,Speaker,394.0,72602,28605188,2025-01-24
Ahmedabad,T-Shirt,108.0,57969,6260652,2025-05-27
Bhopal,Smartphone,420.0,54127,22733340,2025-11-16
Delhi,Speaker,156.0,32222,5026632,2025-05-22
Delhi,T-Shirt,217.0,49912,10830904,2025-02-15
Lucknow,Mouse,299.0,53034,15857166,2025-09-17
Mysuru,Monitor,446.0,91163,40658698,2025-07-18
Bengaluru,Jeans,496.0,47624,23621504,2025-12-26
Jaipur,Camera,327.0,11638,3805626,2025-02-25
Chennai,Speaker,341.0,47031,16037571,2025-03-21
Lucknow,Laptop,289.0,85045,24578005,2025-11-21
Pune,Jeans,170.0,56920,9676400,2025-02-01
Mumbai,Watch,114.0,67435,7687590,2025-12-17
Jaipur,Camera,353.0,75897,26791641,2025-04-15
Kolkata,Keyboard,238.0,89570,21317660,2025-10-23
Jaipur,Headphones,177.0,3719,658263,2025-08-04
Hyderabad,Keyboard,472.0,11753,5547416,2025-02-27
Bhopal,Headphones,179.0,41380,7407020,2025-06-15
Patna,Shoes,267.0,63798,17034066,2025-06-16
Mumbai,Mouse,370.0,91826,33975620,2025-08-11
Mumbai,Watch,23.0,93663,2154249,2025-02-01
Kochi,Backpack,332.0,14834,4924888,2025-11-26
Delhi,Monitor,380.0,32470,12338600,2025-09-06
Jaipur,Headphones,170.0,73880,12559600,2025-07-15
Chennai,Jeans,208.0,83043,17272944,2025-03-06
Surat,Speaker,222.0,52349,11621478,2025-01-24
Lucknow,Monitor,102.0,59426,6061452,2025-10-14
Pune,Laptop,361.0,28653,10343733,2025-04-09
Patna,T-Shirt,415.0,8700,3610500,2025-10-04
Patna,Printer,275.0,25005,6876375,2025-06-11
Chennai,Mouse,59.0,34887,2058333,2025-11-28
Ahmedabad,Tablet,495.0,84269,41713155,2025-06-20
Pune,Camera,201.0,77439,15565239,2025-02-12
Kolkata,Printer,235.0,81418,19133230,2025-03-27
Surat,T-Shirt,410.0,39486,16189260,2025-10-19
Mumbai,Speaker,69.0,41549,2866881,2025-02-08
Hyderabad,Smartphone,94.0,49429,4646326,2025-12-05
Jaipur,Keyboard,215.0,78674,16914910,2025-03-19
Pune,Keyboard,96.0,64288,6171648,2025-11-18
Bhopal,Monitor,331.0,23206,7681186,2025-09-06
Ahmedabad,Watch,72.0,25023,1801656,2025-06-27
Ahmedabad,Camera,28.0,47559,1331652,2025-01-16
Delhi,Shoes,418.0,50824,21244432,2025-09-17
Surat,Mouse,210.0,90244,18951240,2025-08-14
Bhopal,Printer,228.0,64554,14718312,2025-03-03
Lucknow,Laptop,408.0,29405,11997240,2025-05-02
Hyderabad,Shoes,276.0,38336,10580736,2025-03-25
Ahmedabad,Camera,381.0,65421,24925401,2025-09-17
Mumbai,Camera,59.0,35612,2101108,2025-09-27
Kolkata,Tablet,422.0,99693,42070446,2025-01-25
Bhopal,Mouse,280.0,29144,8160320,2025-07-04
Bhopal,Printer,335.0,98980,33158300,2025-04-10
Kochi,Laptop,231.0,34947,8072757,2025-06-28
Kochi,Smartphone,225.0,15886,3574350,2025-04-07
Patna,T-Shirt,302.0,90826,27429452,2025-06-28
Bhopal,Camera,324.0,56620,18344880,2025-03-20
Delhi,Jeans,106.0,27624,2928144,2025-01-19
Kolkata,Tablet,144.0,78731,11337264,2025-09-06
Kolkata,T-Shirt,150.0,38423,5763450,2025-10-09
Kochi,Tablet,461.0,89537,41276557,2025-02-05
Patna,Jeans,211.0,8270,1744970,2025-05-28
Surat,Headphones,360.0,17892,6441120,2025-04-05
Bhopal,Backpack,425.0,32947,14002475,2025-11-13
Ahmedabad,Headphones,296.0,83390,24683440,2025-05-21
Pune,Keyboard,232.0,10398,2412336,2025-11-26
Mysuru,Jeans,48.0,53302,2558496,2025-09-24
Hyderabad,T-Shirt,480.0,48874,23459520,2025-08-16
Kolkata,Camera,2.0,96539,193078,2025-02-24
Ahmedabad,Speaker,341.0,91895,31336195,2025-06-28
Mumbai,Jeans,274.0,52629,14420346,2025-04-14
Kochi,Shoes,254.0,35697,9067038,2025-06-27
Hyderabad,Backpack,281.0,76250,21426250,2025-03-19
Kochi,Mouse,404.0,45554,18403816,2025-11-25
Bengaluru,Laptop,51.0,82574,4211274,2025-08-01
Mumbai,Monitor,440.0,21207,9331080,2025-08-15
Bengaluru,Keyboard,104.0,90755,9438520,2025-03-21
Hyderabad,Headphones,448.0,36416,16314368,2025-02-21
Kolkata,Watch,43.0,49238,2117234,2025-11-21
Delhi,Laptop,203.0,82499,16747297,2025-05-24
Bhopal,Jeans,120.0,56760,6811200,2025-11-03
Bhopal,Smartphone,1.0,28473,28473,2025-08-03
Delhi,Camera,116.0,68584,7955744,2025-11-15
Bengaluru,Laptop,357.0,45532,16254924,2025-02-28
Pune,T-Shirt,68.0,63113,4291684,2025-02-08
Pune,Smartphone,375.0,13925,5221875,2025-02-11
Kolkata,Monitor,154.0,18473,2844842,2025-07-25
Kochi,Jeans,448.0,17951,8042048,2025-11-22
Delhi,Smartphone,272.0,74331,20218032,2025-01-20
Surat,Headphones,226.0,46530,10515780,2025-12-07
Surat,T-Shirt,78.0,54463,4248114,2025-10-22
Ahmedabad,Printer,112.0,11862,1328544,2025-02-05
Patna,Smartphone,302.0,96183,29047266,2025-07-12
Pune,Backpack,406.0,18827,7643762,2025-04-09
Surat,Smartphone,128.0,73034,9348352,2025-10-20
Bhopal,Camera,146.0,91002,13286292,2025-01-28
Kochi,Speaker,449.0,40037,17976613,2025-04-17
Lucknow,Tablet,97.0,98521,9556537,2025-07-10
Surat,Laptop,402.0,31870,12811740,2025-08-13
Mumbai,Shoes,256.0,84134,21538304,2025-10-03
Jaipur,Monitor,7.0,47829,334803,2025-06-05
Pune,Printer,430.0,74998,32249140,2025-07-12
Jaipur,Speaker,89.0,62236,5539004,2025-02-01
Lucknow,Smartphone,8.0,34865,278920,2025-04-02
Mysuru,Laptop,486.0,52663,25594218,2025-09-10
Surat,T-Shirt,257.0,54951,14122407,2025-07-23
Pune,Smartphone,328.0,70828,23231584,2025-09-20
Delhi,Watch,43.0,41120,1768160,2025-02-17
Mysuru,Shoes,499.0,20865,10411635,2025-09-11
Pune,Camera,325.0,85675,27844375,2025-11-21
Mumbai,Watch,358.0,57842,20707436,2025-12-28
Chennai,Laptop,126.0,11800,1486800,2025-07-04
Ahmedabad,Camera,312.0,7712,2406144,2025-05-22
Bhopal,Speaker,380.0,23522,8938360,2025-02-01
Bhopal,Headphones,360.0,1987,715320,2025-03-16
Kolkata,Tablet,265.0,94972,25167580,2025-05-06
Kolkata,Headphones,384.0,35727,13719168,2025-12-04
Patna,Monitor,16.0,44410,710560,2025-07-09
Jaipur,Smartphone,135.0,93865,12671775,2025-10-21
Mumbai,Mouse,234.0,67449,15783066,2025-06-02
Ahmedabad,Printer,291.0,22373,6510543,2025-06-06
Hyderabad,Jeans,53.0,75723,4013319,2025-11-24
Mumbai,Shoes,380.0,67192,25532960,2025-01-02
Kochi,Printer,7.0,32553,227871,2025-01-16
Kolkata,Keyboard,472.0,20171,9520712,2025-03-28
Bengaluru,Tablet,412.0,94088,38764256,2025-12-21
Pune,Shoes,165.0,33040,5451600,2025-07-24
Kolkata,Watch,423.0,10708,4529484,2025-10-12
Mumbai,Tablet,345.0,7403,2554035,2025-03-08
Patna,Tablet,24.0,53050,1273200,2025-02-15
Kochi,Watch,397.0,41223,16365531,2025-06-03
Jaipur,Mouse,5.0,48854,244270,2025-04-10
Lucknow,Jeans,156.0,97437,15200172,2025-10-08
Ahmedabad,Backpack,303.0,65165,19744995,2025-04-24
Mysuru,Tablet,390.0,32629,12725310,2025-03-01
Mysuru,Keyboard,13.0,31039,403507,2025-09-12
Surat,Printer,356.0,1757,625492,2025-06-01
Patna,Speaker,193.0,97241,18767513,2025-12-10
Mumbai,Shoes,272.0,31717,8627024,2025-07-16
Bengaluru,Headphones,365.0,37177,13569605,2025-02-02
Mysuru,Shoes,460.0,68625,31567500,2025-07-23
Mysuru,Backpack,235.0,98528,23154080,2025-02-19
Mumbai,Tablet,69.0,84021,5797449,2025-07-03
Lucknow,Camera,32.0,57514,1840448,2025-11-05
Chennai,Watch,134.0,41788,5599592,2025-07-23
Kochi,T-Shirt,168.0,42188,7087584,2025-08-09
Chennai,Smartphone,484.0,27069,13101396,2025-03-25
Patna,Camera,56.0,20869,1168664,2025-02-06
Ahmedabad,Mouse,161.0,53782,8658902,2025-02-18
Kolkata,Jeans,107.0,59733,6391431,2025-05-15
Hyderabad,Printer,62.0,12351,765762,2025-03-26
Surat,Watch,424.0,92867,39375608,2025-12-20
Bengaluru,Shoes,428.0,43464,18602592,2025-03-03
Bhopal,Shoes,496.0,47127,23374992,2025-07-17
Bengaluru,Speaker,154.0,34600,5328400,2025-03-01
Pune,Printer,232.0,73369,17021608,2025-12-18
Chennai,Smartphone,237.0,13857,3284109,2025-03-04
Bengaluru,Laptop,426.0,29635,12624510,2025-03-07
Kochi,Keyboard,191.0,90452,17276332,2025-11-21
Mumbai,Camera,301.0,34424,10361624,2025-02-01
Mumbai,Shoes,463.0,85170,39433710,2025-08-26
Delhi,Smartphone,464.0,43956,20395584,2025-02-02
Ahmedabad,Laptop,87.0,75720,6587640,2025-07-27
Bhopal,Keyboard,255.0,4364,1112820,2025-07-22
Pune,Headphones,182.0,28643,5213026,2025-03-09
Hyderabad,Mouse,453.0,19981,9051393,2025-01-20
Lucknow,Camera,126.0,85340,10752840,2025-05-16
Pune,Monitor,282.0,63287,17846934,2025-01-03
Hyderabad,Keyboard,71.0,55449,3936879,2025-04-21
Mysuru,Jeans,270.0,33156,8952120,2025-11-26
Jaipur,Jeans,10.0,50634,506340,2025-12-12
Ahmedabad,Tablet,401.0,64027,25674827,2025-06-19
Jaipur,Backpack,199.0,35946,7153254,2025-03-01
Kolkata,Camera,113.0,4340,490420,2025-05-02
Patna,Mouse,272.0,47349,12878928,2025-10-08
Delhi,Smartphone,127.0,86596,10997692,2025-04-09
Jaipur,Printer,406.0,97107,39425442,2025-01-25
Chennai,Camera,434.0,51411,22312374,2025-06-27
Kochi,Headphones,91.0,31505,2866955,2025-10-11
Patna,T-Shirt,358.0,47526,17014308,2025-10-01
Bhopal,T-Shirt,181.0,74903,13557443,2025-10-05
Lucknow,Shoes,429.0,65017,27892293,2025-09-10
Delhi,Mouse,20.0,12330,246600,2025-01-08
Lucknow,Shoes,11.0,69502,764522,2025-08-01
Kolkata,Monitor,315.0,26906,8475390,2025-03-11
Bhopal,Headphones,471.0,42913,20212023,2025-01-01
Delhi,Camera,361.0,19066,6882826,2025-02-28
Jaipur,Printer,187.0,10006,1871122,2025-06-23
Surat,Keyboard,301.0,13742,4136342,2025-06-10
Kolkata,Headphones,500.0,21144,10572000,2025-12-14
Patna,Speaker,492.0,64358,31664136,2025-11-11
Delhi,T-Shirt,496.0,74159,36782864,2025-12-20
Patna,Backpack,115.0,87732,10089180,2025-10-27
Delhi,Keyboard,158.0,96706,15279548,2025-12-10
Delhi,Headphones,374.0,735,274890,2025-12-19
Pune,Printer,395.0,74881,29577995,2025-01-06
Lucknow,Backpack,472.0,80634,38059248,2025-04-21
Lucknow,Smartphone,480.0,65535,31456800,2025-03-11
Bhopal,Smartphone,122.0,45957,5606754,2025-06-06
Surat,Monitor,494.0,12129,5991726,2025-12-22
Surat,T-Shirt,454.0,44507,20206178,2025-08-01
Hyderabad,Shoes,128.0,91355,11693440,2025-02-12
Hyderabad,Jeans,56.0,94926,5315856,2025-01-02
Pune,Mouse,376.0,55504,20869504,2025-03-14
Ahmedabad,Monitor,194.0,46536,9027984,2025-09-13
Mumbai,Printer,246.0,76266,18761436,2025-11-25
Surat,Shoes,84.0,59651,5010684,2025-02-26
Kochi,Laptop,151.0,3131,472781,2025-06-09
Mumbai,Smartphone,176.0,22796,4012096,2025-07-06
Bhopal,Smartphone,281.0,12703,3569543,2025-06-20
Lucknow,Monitor,248.0,92840,23024320,2025-01-14
Surat,Headphones,311.0,57411,17854821,2025-03-02
Mumbai,Backpack,106.0,25401,2692506,2025-07-23
Jaipur,T-Shirt,474.0,96179,45588846,2025-09-09
Surat,Watch,153.0,31635,4840155,2025-02-02
Pune,Camera,282.0,64849,18287418,2025-03-02
Kolkata,Laptop,219.0,11985,2624715,2025-05-27
Surat,Speaker,308.0,63457,19544756,2025-04-04
Bengaluru,Shoes,88.0,84148,7405024,2025-05-03
Ahmedabad,Printer,60.0,40916,2454960,2025-07-16
Ahmedabad,Monitor,339.0,35234,11944326,2025-02-21
Jaipur,Keyboard,95.0,49130,4667350,2025-07-12
Delhi,Mouse,23.0,35010,805230,2025-08-15
Hyderabad,Shoes,429.0,35700,15315300,2025-10-02
Delhi,Jeans,357.0,87986,31411002,2025-02-03
Surat,Backpack,414.0,71468,29587752,2025-07-25
Lucknow,Shoes,284.0,8493,2412012,2025-07-27
Jaipur,Keyboard,495.0,70690,34991550,2025-11-28
Mysuru,Mouse,294.0,31386,9227484,2025-08-10
Mumbai,Keyboard,463.0,94125,43579875,2025-01-17
Lucknow,Monitor,265.0,75405,19982325,2025-11-20
Delhi,Smartphone,487.0,99746,48576302,2025-08-06
Delhi,Shoes,414.0,25760,10664640,2025-03-02
Pune,Smartphone,350.0,57567,20148450,2025-04-27
Surat,Headphones,428.0,78494,33595432,2025-05-11
Mysuru,T-Shirt,469.0,9283,4353727,2025-02-13
Jaipur,Keyboard,283.0,43246,12238618,2025-05-17
Ahmedabad,Monitor,448.0,2120,949760,2025-12-20
Lucknow,Tablet,401.0,55497,22254297,2025-02-14
Delhi,Headphones,291.0,77561,22570251,2025-10-25
Mumbai,Monitor,55.0,74252,4083860,2025-02-26
Hyderabad,Printer,275.0,45571,12532025,2025-07-09
Pune,Speaker,249.0,75476,18793524,2025-10-16
Bengaluru,Headphones,142.0,53318,7571156,2025-03-20
Lucknow,Speaker,356.0,53154,18922824,2025-01-13
Mysuru,Monitor,170.0,91007,15471190,2025-04-02
Bhopal,Mouse,472.0,35703,16851816,2025-06-01
Kolkata,Printer,407.0,40222,16370354,2025-05-09
Kochi,Mouse,440.0,91750,40370000,2025-11-04
Kochi,Shoes,69.0,39884,2751996,2025-12-15
Patna,Printer,165.0,35813,5909145,2025-12-14
Lucknow,Speaker,46.0,25133,1156118,2025-08-07
Mysuru,Printer,209.0,97617,20401953,2025-08-25
Jaipur,Printer,192.0,7867,1510464,2025-09-26
Delhi,Smartphone,160.0,93504,14960640,2025-09-13
Delhi,Jeans,436.0,69219,30179484,2025-10-01
Delhi,Shoes,449.0,26809,12037241,2025-01-08
Bengaluru,Mouse,26.0,47735,1241110,2025-12-07
Hyderabad,Backpack,422.0,61346,25888012,2025-09-13
Surat,Monitor,64.0,89782,5746048,2025-01-08
Kolkata,Mouse,305.0,58971,17986155,2025-03-28
Ahmedabad,Camera,283.0,46343,13115069,2025-06-06
Kochi,Monitor,133.0,98667,13122711,2025-12-03
Hyderabad,Laptop,198.0,7007,1387386,2025-03-28
Lucknow,Jeans,495.0,28591,14152545,2025-04-21
Chennai,Speaker,106.0,35769,3791514,2025-11-14
Jaipur,Laptop,443.0,89917,39833231,2025-01-16
Mysuru,Headphones,332.0,23201,7702732,2025-10-26
Bengaluru,Shoes,130.0,80236,10430680,2025-05-23
Bhopal,Speaker,141.0,56049,7902909,2025-07-28
Kolkata,Mouse,130.0,29101,3783130,2025-08-10
Surat,Tablet,423.0,82237,34786251,2025-07-19
Mumbai,Laptop,262.0,87316,22876792,2025-06-18
Surat,Camera,312.0,37551,11715912,2025-05-22
Mumbai,Mouse,33.0,44577,1471041,2025-05-21
Kolkata,Printer,142.0,34729,4931518,2025-11-23
Mysuru,Speaker,153.0,25188,3853764,2025-03-17
Patna,Shoes,461.0,7941,3660801,2025-10-13
Surat,Backpack,349.0,18840,6575160,2025-12-01
Surat,Mouse,152.0,34503,5244456,2025-07-13
Pune,T-Shirt,19.0,76918,1461442,2025-12-19
Kochi,Shoes,176.0,95730,16848480,2025-12-08
Surat,Tablet,327.0,62855,20553585,2025-11-12
Jaipur,Watch,433.0,22780,9863740,2025-11-18
Delhi,Watch,50.0,62206,3110300,2025-03-24
Hyderabad,T-Shirt,414.0,73773,30542022,2025-03-22
Mysuru,Backpack,336.0,12204,4100544,2025-04-12
Chennai,T-Shirt,447.0,40750,18215250,2025-07-26
Mysuru,Backpack,191.0,34652,6618532,2025-10-10
Ahmedabad,Printer,61.0,62174,3792614,2025-01-28
Surat,Camera,298.0,81850,24391300,2025-02-16
Mysuru,Shoes,257.0,16204,4164428,2025-11-13
Jaipur,Watch,212.0,7586,1608232,2025-03-05
Chennai,Backpack,210.0,75132,15777720,2025-08-05
Kolkata,Printer,367.0,24139,8859013,2025-02-16
Kolkata,Speaker,91.0,41579,3783689,2025-11-02
Bengaluru,Mouse,141.0,27944,3940104,2025-03-19
Patna,Headphones,251.0,12039,3021789,2025-03-20
Pune,Speaker,220.0,53373,11742060,2025-07-16
Pune,Laptop,20.0,70463,1409260,2025-04-24
Kolkata,Laptop,457.0,42733,19528981,2025-09-07
Bengaluru,Speaker,3.0,82641,247923,2025-12-08
Chennai,T-Shirt,450.0,45634,20535300,2025-05-05
Mumbai,Keyboard,258.0,77658,20035764,2025-05-06
Mumbai,Printer,24.0,39585,950040,2025-05-15
Bhopal,Tablet,306.0,69197,21174282,2025-06-14
Mysuru,Speaker,69.0,45422,3134118,2025-08-12
Patna,Shoes,85.0,53373,4536705,2025-01-08
Chennai,T-Shirt,68.0,28181,1916308,2025-12-01
Lucknow,Tablet,87.0,16643,1447941,2025-06-23
Surat,Jeans,20.0,49677,993540,2025-11-09
